From To Length(meter) Traffic_level Name
5845 5846 31.433493001338586 1.1852776044915783 "Harding Road/Jag Jeevan Road"
7187 7188 15.616929586097005 1.6666666666666667 "Ashok Rajpath Road"
1742 1743 29.374894248749605 2.8549962434259957 "Rajendra Path/Station Road"
4346 4347 17.636816510405783 0.9444444444444444 "Punaichak Main Road"
3303 3304 21.10499124022705 1.0699273977837218 "Maner"
525 526 9.101712300574576 1.6793893129770991 "NH-30/Khagaul Road/Cantt Road/Manpura Main Road"
2135 2136 34.295911464391395 1.7591339648173208 "Tempo Stand Road/Lohia Nagar Main Road"
2201 2202 12.408606077605029 1.7732401934443847 "P. C. Colony Main Road"
3116 3117 61.70508300708429 1.1368804001819008 "Paschimi Bailey Canal Road"
528 529 4.884339919555851 0.988205291679949 "Bailey Road"
5216 5217 20.26243117474975 1.2 "Bahadurpur Chauraha"
1885 1886 8.20114989462345 2.2265246853823815 "Krishna Chauraha"
4261 4262 58.60296207203067 4.4189852700491 "Fraser Road"
4306 4307 7.793613978358433 1.6358157554885921 "NH-30/Khagaul Road"
5318 5319 30.123085769559527 1.1337868480725624 "Kankar Bagh Main Road/Old Bypass Road"
400 401 20.60297784062242 1.895306859205776 "Gola Road/Ram Jaypal Nagar Road"
2695 2696 21.738145472691006 0.9220130618517095 "NH-30/Pun Pun Road/Bypass Road/Bhupati Pur Main Road"
3125 3126 40.70935671079801 0.9654062751407884 "Paschimi Bailey Canal Road"
6942 6943 19.109235549638523 1.5384615384615383 "NH-83/Gaya Line Road/P.G. Line Road"
3676 3677 24.735461828733886 1.3479780329505742 "Ali Nagar Road"
4739 4740 26.164503876098216 1.0067114093959733 "Boring Road"
6329 6330 143.27740282737489 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
2782 2783 14.228760798231155 2.807597027250207 "Budh Marg"
763 764 28.200378585751594 1.5714285714285714 "Sher Shah Path West"
4965 4966 12.609985578494081 1.0859301227573184 "New Dak Bungalow Road/Jawaharlal Nehru Marg"
18 19 3.896575370147982 1.4573213046495488 "Dinkar Golambar Chauraha"
5103 5104 4.166866148053616 1.2870012870012872 "Bahadurpur Golamber Chowk/Bazar Samiti Chowk"
6818 6819 18.376735047566918 2.9 "Dr Srikrishna Sing Path"
6819 6820 15.703467565603349 2.9 "Dr Srikrishna Sing Path"
4558 4559 12.50013620444943 0.6164058795637744 "Rajvanshi Nagar Road"
5508 5509 37.21246305706395 0.6 "Postal Park Chauraha"
6403 6404 3.339565350394047 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
7324 7325 27.311586532471402 1.3262599469496021 "Chitragupt Nagar Road"
6977 6978 28.474120266425707 1.0526315789473684 "Khagaul Road"
2290 2291 20.108770778205187 1.5192620727075419 "Rampur Road"
1437 1438 17.53125035944854 1.1160714285714286 "Politechnic More/Patliputra Colony Road"
2609 2610 25.12003058088726 2.0629750271444083 "Sandalpur Main Road"
6147 6148 37.9712729853889 1.0689655172413794 "B. M. P. Road"
5585 5586 26.71652280527671 0.6666666666666666 "New Pani Tanki Road/Postal Park Nala Road"
119 120 35.701957007644324 1.0075566750629723 "Gandhi Maidan Chauraha"
3443 3444 13.233363875518442 1.0699273977837218 "Maner"
3805 3806 9.036420159664688 1.4580369843527736 "Jaganpura Main Road"
5633 5634 12.408603252575423 1.0 "Postal Park Chauraha"
4064 4065 25.487810324092493 0.9596928982725528 "Budh Murti Chowk"
1683 1684 38.951574842048835 1.0 "Ashok Raj Path/Digha Ghat Road/Danapur Road"
5755 5756 34.87194967725717 1.1688311688311688 "East Lohapur Chowk"
5225 5226 17.83928134492489 1.2 "Nahar Road"
2392 2393 19.678956725707764 1.223021582733813 "Mithapur Chauraha"
4286 4287 156.12631298255226 1.6358157554885921 "NH-30/Khagaul Road"
7282 7283 16.967274169159456 1.044776119402985 "Munna Chowk/Chitragupt Nagar Chowk"
1526 1527 40.38780814026063 1.9504876219054765 "Bans Ghat"
7357 7358 38.495261742068976 2.0 "Kankar Bagh Main Road/Old Bypass Road"
2506 2507 5.4917015465889305 1.858736059479554 "NH-30/Bypass Road/Pun Pun Road"
5673 5674 21.234177416322087 3.0769230769230766 "Munshi Nagar Road/Sanjay Nagar Main Road"
3376 3377 24.62564726326251 1.0699273977837218 "Maner"
5028 5029 10.217852708158278 1.0 "Ashok Raj Path"
5120 5121 7.490186957022222 1.1578947368421053 "Munshi Prem Chand Chauraha"
2243 2244 22.5299332875448 2.0363636363636366 "Khagaul Road/Exhibition Road"
6923 6926 29.32062559136394 1.0 "Sardar Patel Marg"
3992 3993 10.492677432667346 1.257071024512885 "R. K. Bhattacharya Road"
2759 2760 34.302617061999285 3.3653846153846154 "Dak Bungalow Chauraha"
4590 4591 10.79338499283688 0.6799417192812045 "Sahdev Mahato Marg"
6837 6838 8.355025854419798 0.989010989010989 "Dr Srikrishna Sing Path/Rajendra Chowk"
3061 3062 27.675892504971674 1.262135922330097 "Station Road"
5026 5027 10.217851421372444 1.0 "Ashok Raj Path"
3420 3421 11.90221569328715 0.8064516129032259 "Cantt Road"
6751 6752 24.7507493663986 0.8272058823529411 "Bhikhari Thakur R O B Flyover/Khagaul Road"
2417 2418 64.53664830905585 1.040118870728083 "Harding Road"
5509 5510 34.20651675271784 0.5925925925925926 "Tempo Stand Road/Lohia Nagar Road"
1537 1538 35.79031525676919 1.4070839398350317 "Sahdev Mahato Marg"
3173 3174 274.15518978115637 1.175761230027133 "Danapur"
185 186 21.826535349167738 0.9045680687471733 "Bari Path/Gandhi Maidan Road"
6916 6917 100.7937320792295 1.0 "Kranti Marg/Harding Road"
5790 5791 20.108064920018204 1.9271948608137046 "Bahadurpur Chauraha"
5901 5902 37.00964200987277 1.0971786833855801 "Bailey Road"
6412 6413 12.408883881039786 1.107011070110701 "SH-78 (North)"
2411 2412 3.0117775130471975 1.4007782101167314 "Harding Road"
5493 5494 64.42731525691137 1.0018785222291797 "Rajendranagar Kankar Bagh Road/Malai Pakadi Road/Kankar Bagh Road"
5126 5127 20.35205409587731 1.4573213046495488 "Dinkar Golambar Chauraha"
4807 4808 24.727207532276807 1.054162122864413 "Beerchandra Patel Path"
3413 3414 45.81844818790487 1.0699273977837218 "Maner"
5743 5772 7.114493908379915 1.2071156289707752 "Budh Murti Chowk"
7478 7479 26.946978803753442 1.173627890921643 "Phulwari"
7102 7103 13.508358614083043 0.8739650413983442 "NH-30/NH-98/Bypass Road"
5240 5241 24.490145904895993 2.0172910662824206 "Kankar Bagh Main Road/Old Bypass Road"
5676 5677 15.057778083481807 1.2350761630300535 "Bahadurpur Golamber Chowk/Bazar Samiti Chowk"
5090 5091 5.916975516786094 1.2350761630300535 "Bahadurpur Golamber Chowk/Bazar Samiti Chowk"
4624 4625 12.609963138164167 1.4718614718614718 "Digha Ashiana Link Road/Keshri Nagar Main Road"
389 390 29.839532217618235 1.9430637144148215 "Naharpur Road/Paschimi Bailey Canal Road"
1850 1851 30.737287027499644 1.9782393669634029 "Dak Bungalow Chauraha"
1242 1243 22.466750621443087 1.0119940029985008 "Boring Road/Kurji Main Road"
4905 4906 13.693516361964798 1.7650639074863057 "Sahdev Mahato Marg"
5311 5312 20.262500615006648 1.0265183917878529 "Ashok Chowk"
7318 7319 12.098730073073558 1.1415525114155252 "M. G. Nagar Road"
5283 5284 70.49783147420774 0.9218163195629909 "Kankar Bagh Road"
6094 6095 15.100127581968284 1.059782608695652 "Mal Road"
6647 6648 24.510702285298485 0.782608695652174 "Jivan Nagar Main Road"
4285 4286 17.436008020045772 1.6358157554885921 "NH-30/Khagaul Road"
6896 6897 39.74128462432962 1.4210526315789473 "Anne Marg"
7241 7242 9.400937233941947 1.103448275862069 "Patliputra Path/Rajendra Nagar Road"
6665 6666 44.34474128022962 1.1 "Shivpuri Chowk/Shivpuri Road"
3774 6240 29.56319896505418 1.1278195488721805 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
1491 1492 35.74906169840897 1.288659793814433 "Patliputra Colony/Indrapuri Main Road"
5407 5408 29.012450301389 1.021276595744681 "Bander Bagicha Chauraha"
2438 2439 39.394672998735444 0.9837177747625507 "No. 15 Road"
2753 2754 7.49501673124039 1.3555144793592113 "Khagaul Road/Karbigahiya Station Road"
3813 3814 15.10175830541287 1.4580369843527736 "Jaganpura Main Road"
7298 7299 12.046266802387933 1.1249030256012411 "Ramavatarshastri Chowk/Rajendra Nagar Chowk"
37 38 5.65574327398952 1.9571865443425074 "Vaishali Golambar Chowk"
4449 4450 28.117798518871332 1.081081081081081 "Ashok Raj Path/Danapur Road/Digha Ghat Road"
1532 1641 8.905507601876922 2.0080321285140563 "Patliputra Colony/Indrapuri Main Road"
6737 6738 35.571513689127535 0.8272058823529411 "Bhikhari Thakur R O B Flyover/Khagaul Road"
5918 5919 11.532141622020522 1.340033500837521 "Harding Road"
3410 3411 37.80064933732479 1.0699273977837218 "Maner"
3511 3512 25.48207115822463 0.8064516129032259 "Cantt Road"
5045 5046 56.78927433798548 1.0394110004330879 "Ashok Raj Path/Danapur Road"
1889 1890 9.129025164635438 6.666666666666667 "Krishna Chauraha"
5922 5923 14.506233549132173 1.191765980498375 "Harding Road"
6448 6449 22.19768404885181 0.7687165775401069 "Exhibition Road/Kankar Bagh Main Road"
6349 6350 52.31018914700558 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
6240 6948 63.34240044884915 1.7692307692307694 "Gaya Line Road/P. G. Line Road"
325 326 57.26406853824799 1.370309951060359 "Shahid Peer Ali Khan Marg/Raiding Road"
270 4197 25.3941702236659 0.8436080467229071 "A. G. Colony Road/Punaichak Chauraha/Bailey Road"
1577 1578 23.861064848462263 2.3850085178875635 "Boring Chauraha"
3337 3338 86.8230978207183 0.8064516129032259 "Cantt Road"
2890 2891 143.19897922884218 1.2836568566061364 "Ashok Nagar Path"
3750 3751 88.48816176597246 1.0902483343428224 "Saristabad Road/70 Feet Road"
5228 5229 21.52836168433729 1.2 "Nahar Road"
5671 5672 36.74893634001939 1.125 "Munshi Nagar Road/Sanjay Nagar Main Road"
230 231 27.914000426893843 0.5216484089723525 "Boring Road"
2132 2133 4.452753801115489 1.359338061465721 "Karpoori Chowk"
7337 7338 27.75071113214823 0.8714596949891068 "Geeta College Road"
2108 2109 60.6039909153778 1.7955801104972375 "Munna Chowk"
362 363 44.51908759441743 1.9430637144148215 "Naharpur Road/Paschimi Bailey Canal Road"
7416 7417 5.6557661165969355 0.8636363636363636 "90 Feet Road"
1407 1408 38.98431514154548 0.5717552887364209 "Income Tax Chauraha"
6410 6411 167.75648864152248 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
5528 5529 11.043364268315115 0.6 "Postal Park Chauraha"
2274 3906 48.12955595411093 1.3237518910741302 "Kankar Bagh Road"
3102 3103 11.99297123158263 1.1368804001819008 "Paschimi Bailey Canal Road"
1052 1053 7.494183107846351 1.462140992167102 "Gosai Tola More/Patliputra Road"
2129 2130 4.591531440843829 1.4228799089356858 "Karpoori Chowk"
1086 1087 94.67508814246231 1.2981574539363485 "Boring Road/Kurji Main Road"
1323 1324 7.113837129755263 1.3504388926401079 "Kargil Chowk"
2765 2766 13.238333464046912 3.3653846153846154 "Dak Bungalow Chauraha"
5443 5444 17.839286759292815 5.74468085106383 "Dr Ram Govind Singh Path"
2103 7272 25.22002715812622 1.044776119402985 "Munna Chowk/Chitragupt Nagar Chowk"
6922 6923 60.98848480753728 1.0 "Kranti Marg/Harding Road"
3682 3683 64.64272339877314 1.3479780329505742 "Ali Nagar Road"
993 994 12.364441502473728 1.8799710773680405 "Boring Canal Road"
2997 2998 30.738711759743303 1.6796640671865626 "Ali Nagar Road"
798 799 20.563353908008754 1.2666666666666666 "Mahendru Road"
3436 3437 49.219061856584354 1.0699273977837218 "Maner"
6510 6511 50.4394858390879 0.96875 "Bank Colony Road"
688 689 16.062024928727777 0.9747899159663864 "Punaichak Chauraha/Rajvanshi Nagar Road"
2376 2377 30.123076951866686 1.0 "Kankar Bagh Main Road/Old Bypass Road"
5177 5178 18.20540775467434 0.9584664536741215 "Dinkar Golambar Chauraha"
5284 5285 24.197880360437548 0.9218163195629909 "Kankar Bagh Road"
5987 6164 20.35513000594303 1.0434782608695652 "NH-30/Khagaul Road/Bypass Road"
181 182 17.38804523170906 0.9045680687471733 "Bari Path/Gandhi Maidan Road"
3484 3485 17.63016695540937 0.8064516129032259 "Cantt Road"
5950 5951 46.553442790037046 1.0416666666666665 "Shahid Peer Ali Khan Marg/Raiding Road"
3984 3985 29.13233133727619 1.257071024512885 "R. K. Bhattacharya Road"
1500 1501 45.64474106459138 1.288659793814433 "Patliputra Colony/Indrapuri Main Road"
4628 4629 19.162325214344744 1.4718614718614718 "Digha Ashiana Link Road/Keshri Nagar Main Road"
5463 5464 17.000870681661432 1.0018785222291797 "Rajendranagar Kankar Bagh Road/Malai Pakadi Road/Kankar Bagh Road"
7351 7352 31.438975078266136 1.0947168015230841 "Anand Path"
6859 6860 4.5645207624845066 0.5882352941176471 "Circular Road/Kautilya Marg/Desh Ratna Marg"
6364 6365 77.57076214434056 1.107011070110701 "SH-78 (North)"
3137 3138 33.152518846860566 1.0344827586206897 "Railway Hospital Road/Station Marg"
769 770 30.230316010088345 1.5714285714285714 "Sher Shah Path West"
4431 4432 25.779761291515694 1.03125 "Digha Ashiana Link Road/Keshri Nagar Main Road"
4879 4880 77.99342197872943 1.4985590778097981 "Boring Chauraha"
6874 6875 3.2109236979993026 2.857142857142857 "Jagjeevan Ram Golambar Road"
517 518 18.364263339576034 2.0 "Birla Mandir Road"
7487 7488 42.11927628457783 1.3235806339254614 "Main Road/Cantt Road/Shiwala Chauraha"
4973 4974 32.02038102253045 1.021276595744681 "Bander Bagicha Chauraha"
6242 6243 33.80782435921863 1.107011070110701 "SH-78 (North)"
4601 4602 11.833934109213157 0.6164058795637744 "Rajvanshi Nagar Road"
5303 5304 33.77084951441967 1.0265183917878529 "Ashok Chowk"
5090 5091 5.916975516786094 1.026694045174538 "Bahadurpur Golambar Chowk"
2128 2129 3.01173419702009 1.4228799089356858 "Karpoori Chowk"
1508 1509 7.779267651285365 1.9504876219054765 "Bans Ghat"
4292 4293 86.51084575529885 1.6358157554885921 "NH-30/Khagaul Road"
7018 7019 4.884490775104247 1.0143979057591623 "Bander Bagicha Chauraha/G P O Chauraha"
2554 2555 23.51872034195105 1.0122535961640917 "No. 15 Road"
5449 5450 19.03042660213923 0.9375 "Dr Ram Govind Singh Path"
2 3 61.23359262603585 1.3750954927425516 "Bari Path"
5308 5309 39.42453463077398 1.1337868480725624 "Kankar Bagh Main Road/Old Bypass Road"
5781 5782 17.63696153913537 1.2002526847757422 "Bahadurpur Golambar Chowk"
7265 7266 32.123509799824234 1.1 "Patna"
6185 6186 22.623071169965918 0.9583333333333334 "B. M. P. Road"
5102 5103 10.579467683035245 1.2002526847757422 "Bahadurpur Golambar Chowk"
1876 1877 52.38375771425195 2.2265246853823815 "Krishna Chauraha"
43 44 6.863184451862553 1.0348583877995643 "Ramavatarshastri Chowk"
5087 5088 7.780164580697013 1.0389610389610389 "Bahadurpur Golamber Chowk"
4083 4084 15.098527492638288 0.9596928982725528 "Budh Murti Chowk"
1506 1507 13.69343057793811 1.288659793814433 "Patliputra Colony/Indrapuri Main Road"
5279 5280 18.105652040341607 0.98896918980601 "Tempo Stand Chauraha"
5052 5053 24.410125615361178 1.0394110004330879 "Ashok Raj Path/Danapur Road"
1380 1381 10.461583496799362 0.2861685214626391 "Sardar Patel Marg/Harding Road"
2195 2196 49.63440165565851 1.7732401934443847 "P. C. Colony Main Road"
2603 2604 7.11433017347122 2.0629750271444083 "Sandalpur Main Road"
2230 2231 25.623011873563843 1.2692307692307694 "P. C. Colony Main Road"
6055 6056 9.633179224065456 1.126573889993373 "Jag Jeevan Road"
5195 5196 72.91907540025225 1.3333333333333333 "Saidpur More/Bari Path"
2273 2274 9.103290045857939 2.815315315315315 "Kankar Bagh Road/Kanti Factory Road"
2582 5992 11.177062097520885 0.9284143659907158 "Khagaul Road"
3752 3753 73.21703855587532 1.0902483343428224 "Saristabad Road/70 Feet Road"
4776 4777 46.298160208779926 1.0530421216848673 "Bailey Road/Boring Canal Road"
6194 6195 43.41434955830911 1.0434782608695652 "NH-30/Khagaul Road/Bypass Road"
297 685 17.839283381423048 1.1771808028976758 "Bailey Road/Jagdev Path"
71 72 7.79231915115548 0.9584664536741215 "Dinkar Golambar Chauraha"
4535 4536 10.611127860583755 0.6799417192812045 "Sahdev Mahato Marg"
2150 2151 24.11943181249913 1.7591339648173208 "Tempo Stand Road/Lohia Nagar Main Road"
6440 6441 44.82245046666617 1.0198135198135199 "Exhibition Road/Kankar Bagh Main Road"
3259 3260 41.312366161444835 0.8928571428571428 "Alka Sinha Road"
3019 3020 16.95711909001659 1.3388734995383196 "Anisabad"
794 795 36.562054324247086 1.5714285714285714 "Sher Shah Path West"
6526 6527 37.58429275479971 1.3326987148976677 "Bank Colony Road"
7371 7372 45.74000105012207 1.0578279266572637 "Sanjay Gandhi Nagar Road"
7428 7429 28.834677621597578 1.8128368446839784 "Phulwari"
4679 4680 9.26875684055282 0.986059163549813 "Punaichak Main Road"
2437 2563 11.931543251635224 1.040118870728083 "Harding Road"
5423 5424 36.954075518055205 1.4166666666666665 "Ashok Nagar No. 9 Road/J Sector Road"
6422 6423 34.67288218090567 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
5064 5065 48.280739072808174 1.0081426909654905 "New Dak Bungalow Road/Jawaharlal Nehru Marg"
2066 2067 28.306483294027554 1.3508297954457738 "Khagaul Road/Exhibition Road"
948 949 19.20051319318353 2.6155187445510024 "Budh Marg"
6629 6630 20.186085864171545 0.9047619047619047 "Danapur Road/Ashok Raj Path/Digha Main Road"
1659 1660 29.862935578298174 1.0881010881010882 "Politechnic More/Patliputra Colony Road"
5893 5894 33.65136771718941 1.2207192345760476 "B. M. P. Road"
808 809 64.63297685879148 1.3125 "Ramna Road"
5287 5288 12.501914807451376 0.9218163195629909 "Kankar Bagh Road"
6598 6599 13.771769936755728 1.0789324247586598 "Digha Ghat"
149 932 23.322140573248383 1.1448196908986836 "Fraser Road"
7067 7068 26.885777628320167 1.0598031794095382 "Ashok Nagar Road/Ashok Nagar No. 9 Road/J Sector Road"
6155 6156 20.037392103780505 1.0689655172413794 "B. M. P. Road"
6046 6047 113.1757790876695 1.126573889993373 "Jag Jeevan Road"
41 42 6.974358568226481 2.906976744186047 "Ramavatarshastri Chowk/Rajendra Nagar Chowk"
6018 6019 9.269132881562998 1.1635027556644213 "Mal Road"
7228 7229 12.686191560226618 1.145475372279496 "No. 12 Road"
6814 6815 43.297989873122404 1.6956521739130435 "Dr Srikrishna Sing Path"
2341 2342 20.037392103780505 1.2692307692307694 "P. C. Colony Main Road"
6532 6533 18.37303673942891 1.3326987148976677 "Bank Colony Road"
5381 5382 5.375737984903896 1.3392857142857144 "Tempo Stand Chauraha"
4942 4943 43.37880236635026 1.8419033000767462 "Ashok Raj Path/Danapur Road"
3870 3871 182.73723785688935 1.2779552715654952 "Kumhrar"
302 303 40.170487722184994 1.370309951060359 "Shahid Peer Ali Khan Marg/Raiding Road"
801 802 19.201190135244794 1.5714285714285714 "Sher Shah Path West"
6447 6448 39.1678314130133 0.82358040745557 "New Bus Stand Road"
5291 5292 7.495233163697297 0.9218825812712275 "Tempo Stand Chauraha"
3375 3376 57.435443622621285 0.8064516129032259 "Cantt Road"
6455 6456 5.019494452615501 0.82358040745557 "New Bus Stand Road"
5092 5093 5.916976086191214 1.2002526847757422 "Bahadurpur Golambar Chowk"
2709 3781 16.064595257498578 0.9496676163342831 "New Bus Stand Road"
2734 2735 60.944752383127586 1.3555144793592113 "Khagaul Road/Karbigahiya Station Road"
4645 4646 8.961900230712763 1.4718614718614718 "Digha Ashiana Link Road/Keshri Nagar Main Road"
6321 6322 25.220602270042637 1.107011070110701 "SH-78 (North)"
6830 6831 22.987968991675974 0.955240174672489 "Desh Ratna Marg/Rajendra Chowk"
5160 5161 38.72559171611694 1.0 "Munshi Prem Chand Chauraha"
6406 6407 7.856831975524582 1.107011070110701 "SH-78 (North)"
6684 6685 21.82667121865564 1.1 "Shivpuri Chowk/Shivpuri Road"
6962 6963 9.401095919490832 1.1301799916282964 "Mandir Road"
3942 5123 18.374584546955333 0.9694619486185169 "Rajendra Path/Kadam Kuan Road"
6160 6161 57.48714522170958 0.9122365523749606 "Bailey Road"
497 498 11.535615987241462 1.3846153846153846 "Birla Mandir Road"
3445 3446 7.111747710920571 0.8064516129032259 "Cantt Road"
514 515 13.469696777836969 1.1082138200782268 "Ashok Raj Path/Gandhi Maidan Road"
677 678 33.146572990933144 1.138572618717023 "Rajvanshi Nagar Road"
5192 5193 12.408561166301745 1.3333333333333333 "Saidpur More/Bari Path"
1525 1526 22.28638315730854 1.9504876219054765 "Bans Ghat"
5408 5409 53.89311946706304 1.021276595744681 "Bander Bagicha Chauraha"
4742 4743 22.11452013504843 0.8013937282229966 "Beerchandra Patel Path"
6549 6550 45.28617584767392 1.3326987148976677 "Bank Colony Road"
889 890 53.24512069428507 1.2738853503184715 "Birla Mandir Road"
6813 6814 71.5912792158526 1.6956521739130435 "Dr Srikrishna Sing Path"
6241 6947 67.27994138098136 1.0570824524312896 "NH-83/Gaya Line Road/P.G. Line Road"
4375 4376 8.96430396483454 0.9845288326300986 "Bailey Road"
6221 6222 22.28780323315364 0.9583333333333334 "B. M. P. Road"
3624 3625 27.920940452419824 1.2782694198623403 "Anisabad"
4343 4344 48.76133881732284 0.9411764705882353 "A. G. Colony Road/Punaichak Chauraha"
2951 2952 18.378830962521196 0.8854306412664341 "Saristabad Road/70 Feet Road"
4097 4098 14.980901393807066 3.148148148148148 "Beerchandra Patel Path"
3008 3009 14.653818649253047 1.6796640671865626 "Ali Nagar Road"
2016 2017 21.081714503926445 2.815315315315315 "Kankar Bagh Road/Kanti Factory Road"
5145 5146 12.842437396731038 0.9694619486185169 "Rajendra Path/Kadam Kuan Road"
5438 5439 49.07279969294582 5.74468085106383 "Dr Ram Govind Singh Path"
4419 4420 15.584638303373127 1.081081081081081 "Ashok Raj Path/Danapur Road/Digha Ghat Road"
7252 7253 25.12120298413488 1.1 "Patna"
4007 4008 10.072223264847752 1.257071024512885 "R. K. Bhattacharya Road"
7182 7183 50.58384168619699 1.090909090909091 "Naya Tola Road/Bari Path/Machua Toli Chowk"
4295 4296 21.991699168259178 1.6358157554885921 "NH-30/Khagaul Road"
298 299 65.40376449150031 1.7429193899782136 "Rajvanshi Nagar Road"
635 636 48.646310611058205 1.3950892857142856 "Shahid Peer Ali Khan Marg/Raiding Road"
3666 3667 21.96724642475736 1.3479780329505742 "Ali Nagar Road"
2862 2863 32.30230446741091 1.2884333821376281 "Ashok Nagar No. 9 Road/J Sector Road"
5112 5113 4.591324373335138 1.026694045174538 "Bahadurpur Golambar Chowk"
5890 5891 113.94800215702833 1.2207192345760476 "B. M. P. Road"
6595 6596 52.63014317186663 1.009501187648456 "No. 23 Road"
4192 4193 31.92694610720979 0.9505703422053231 "No. 3 Path"
6399 6400 50.58480929838807 1.107011070110701 "SH-78 (North)"
158 159 38.911605020222815 0.5993407252022775 "Gandhi Maidan Chauraha"
3444 3445 32.7974089247066 1.0699273977837218 "Maner"
4062 4063 26.476804677458382 0.9596928982725528 "Budh Murti Chowk"
6343 6344 27.0169131172809 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
3259 3260 41.312366161444835 1.0 "Ashok Raj Path/Gola Road/Danapur Main Road"
4422 4423 7.79231915115548 1.081081081081081 "Ashok Raj Path/Danapur Road/Digha Ghat Road"
6334 6335 15.018758575925876 1.105379513633014 "NH-30/Mandir Road/Bypass Road/Pun Pun Road"
5034 5035 79.01760940536624 1.0081426909654905 "New Dak Bungalow Road/Jawaharlal Nehru Marg"
6755 6756 27.03179435316872 0.8877284595300261 "No. 17 Road"
1142 1143 64.50775932843949 0.84375 "Mithila Colony Road"
3796 3797 50.644483085822195 1.2424338961452692 "Ashok Nagar Path"
6799 6800 21.53757273487643 1.3793103448275863 "Jagjeevan Ram Golambar Road"
6319 6320 26.302889554413564 1.107011070110701 "SH-78 (North)"
2063 2176 6.679130701496206 1.0692701069270105 "Kankar Bagh Main Road"
6497 6498 21.991152955743832 1.1647254575707155 "Rajeev Nagar Main Road/Sangam Colony Road"
6569 6570 25.965161878320032 0.8824895494658616 "Digha Ashiana Link Road/Keshri Nagar Main Road"
1379 1380 7.4950251646999275 0.2861685214626391 "Sardar Patel Marg/Harding Road"
6044 6932 7.856726251950863 1.261715933669791 "Khagaul Road"
2137 2138 12.098232573017357 1.7591339648173208 "Tempo Stand Road/Lohia Nagar Main Road"
2932 2933 11.044434158951876 1.1885895404120446 "Patna Gaya Line Road/Gaya Line Road"
3584 3585 32.2980666623024 1.7610062893081762 "Danapur"
5716 5717 12.707976260316581 2.1628498727735366 "Patliputra Path"
5048 5049 35.501536969262396 1.0081426909654905 "New Dak Bungalow Road/Jawaharlal Nehru Marg"
3461 3462 30.835227441942674 1.0699273977837218 "Maner"
3566 3567 6.862864453462995 1.7610062893081762 "Danapur"
5802 5803 33.441968866450395 1.2002526847757422 "Bahadurpur Golambar Chowk"
6806 6807 4.591595753755912 1.3793103448275863 "Jagjeevan Ram Golambar Road"
3109 3110 11.177075273888246 1.1368804001819008 "Paschimi Bailey Canal Road"
3412 3413 7.3685593397703615 1.0699273977837218 "Maner"
6022 6023 81.21537130995982 1.1635027556644213 "Mal Road"
6578 6579 29.862458121032233 0.9983361064891847 "Politechnic More/Boring Road"
4450 4451 40.38777619151791 1.081081081081081 "Ashok Raj Path/Danapur Road/Digha Ghat Road"
2938 2939 28.135153444002317 0.8854306412664341 "Saristabad Road/70 Feet Road"
1152 1153 19.484049233784003 1.0526315789473684 "Sadar Bazar Road/Arya Samaj Road/Awasthi Ghat Road"
4039 4040 37.09776981013471 0.6896551724137931 "Exhibition Road"
1024 1025 14.506214528568554 1.3930348258706469 "Boring Canal Road"
5764 5765 6.4213548119081825 1.2071156289707752 "Budh Murti Chowk"
5591 5592 25.603334354909325 0.6470588235294118 "Karbigahiya Station Road"
4188 4189 29.160560884896487 0.9505703422053231 "No. 3 Path"
3498 3499 34.28549904136555 0.8064516129032259 "Cantt Road"
6279 6280 53.10132791310561 1.107011070110701 "SH-78 (North)"
4103 5415 5.655749309437094 1.021276595744681 "Bander Bagicha Chauraha"
6672 6673 10.068879936444139 1.090909090909091 "Khagaul Road"
5490 5491 13.099572017002306 1.0018785222291797 "Rajendranagar Kankar Bagh Road/Malai Pakadi Road/Kankar Bagh Road"
1578 1579 29.159313007413502 1.1385199240986716 "Bailey Road"
132 133 6.862994201027669 0.9289363678588016 "Gandhi Maidan Chauraha"
5982 5983 15.100590890386146 1.0416666666666665 "Shahid Peer Ali Khan Marg/Raiding Road"
6244 6245 16.70848448458178 1.107011070110701 "SH-78 (North)"
5313 5314 16.818125020324302 1.1337868480725624 "Kankar Bagh Main Road/Old Bypass Road"
115 1714 12.210988428375193 0.7911392405063291 "Ramgulam Chowk"
4016 4017 55.23344520767816 1.4351320321469574 "Exhibition Road"
2254 2255 48.301936862480915 1.1352885525070955 "Kankar Bagh Road"
6447 6448 39.1678314130133 0.7687165775401069 "Exhibition Road/Kankar Bagh Main Road"
3875 3895 10.445240015523849 1.375 "R. K. Bhattacharya Road"
5722 5723 32.29650722221325 0.8547008547008548 "East Lohapur Chowk"
5771 5772 5.490812616615603 1.2071156289707752 "Budh Murti Chowk"
6853 6854 12.211322523009505 1.0855844483716235 "Patel Golambar/Shaheed Pir Ali Khan Path Marg 1"
3283 3284 17.097632006145933 1.0699273977837218 "Maner"
